video_id,title,description,title_description,label1,label2
nZIKX8yqjwA,Me & PusiPuu,"Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger","Me & PusiPuu Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger",yes,PusiPuu
13DLWvB00m8,Visiting TwitchCon & Meeting Fans ft. MidBeast & Potent,"Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger","Visiting TwitchCon & Meeting Fans ft. MidBeast & Potent Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger",yes,"MidBeast, Potent"
_2B9MCXbzjo,Blaustoise & Elosanta Interaction,"Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger","Blaustoise & Elosanta Interaction Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger",yes,Blaustoise
oGy1MasB7xI,jinnytty & Elosanta Interaction,"Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger","jinnytty & Elosanta Interaction Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide: https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide: https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter: https://twitter.com/elosanta
 🎬 TikTok  : https://www.tiktok.com/@elosanta
 🎮 Discord: https://discord.gg/NHqWJCZ

#elosanta #streamhighlights #karthus #Challenger",yes,jinnytty
OeLt0yYBVHQ,GETTING THEBAUSFFS BACK TO CHALLENGER,"Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide ➠ https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide ➠ https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter ➠ https://twitter.com/elosanta
 🎬 TikTok ➠ https://www.tiktok.com/@elosanta
 🎮 Discord ➠ https://discord.gg/NHqWJCZ
  📱  Instagram ➠ https://www.instagram.com/elosanta1
Getting @Thebausffs to challenger :D
Thumbnail Artist ➠ https://www.twitch.tv/koniroxd

#elosanta #streamhighlights #karthus #Challenger","GETTING THEBAUSFFS BACK TO CHALLENGER Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide ➠ https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide ➠ https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter ➠ https://twitter.com/elosanta
 🎬 TikTok ➠ https://www.tiktok.com/@elosanta
 🎮 Discord ➠ https://discord.gg/NHqWJCZ
  📱  Instagram ➠ https://www.instagram.com/elosanta1
Getting @Thebausffs to challenger :D
Thumbnail Artist ➠ https://www.twitch.tv/koniroxd

#elosanta #streamhighlights #karthus #Challenger",yes,THEBAUSFFS
aAuOCg65UmY,Elosanta Reacts To Old Tyler 1 Videos,"Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide ➠ https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide ➠ https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter ➠ https://twitter.com/elosanta
 🎬 TikTok ➠ https://www.tiktok.com/@realelosanta
 🎮 Discord ➠ https://discord.gg/NHqWJCZ
  📱  Instagram ➠ https://www.instagram.com/elosanta1

Thumbnail Artist ➠ https://www.twitch.tv/koniroxd

#elosanta #streamhighlights #karthus #Challenger","Elosanta Reacts To Old Tyler 1 Videos Make sure to subscribe and like the video :D comment if you love your mom

*OPEN ME*

Streaming at https://www.twitch.tv/elosanta 📺

Guides:
👨🏼‍🦯 Karthus Guide ➠ https://bit.ly/36WNLQO
👨🏼‍🦯 Draven Guide ➠ https://bit.ly/3p4U3TJ

Follow Me:
 🐦Twitter ➠ https://twitter.com/elosanta
 🎬 TikTok ➠ https://www.tiktok.com/@realelosanta
 🎮 Discord ➠ https://discord.gg/NHqWJCZ
  📱  Instagram ➠ https://www.instagram.com/elosanta1

Thumbnail Artist ➠ https://www.twitch.tv/koniroxd

#elosanta #streamhighlights #karthus #Challenger",yes,Tyler 1
FKMWFfrUxd8,SECURING CHALLENGER WHILE INTING ft. Karasmai - Road to Rank 1 Episode 23,"Follow me on Twitch! https://www.twitch.tv/doaenel
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigma#6201 / enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #LeagueOfLegends #Hecarim","SECURING CHALLENGER WHILE INTING ft. Karasmai - Road to Rank 1 Episode 23 Follow me on Twitch! https://www.twitch.tv/doaenel
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigma#6201 / enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #LeagueOfLegends #Hecarim",yes,Karasmai
oHPFjw_ZuUc,JUNGLING VERSUS TARZANED *GONE SEXUAL*,"Follow me on Twitch! https://www.twitch.tv/doaenel
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #LeagueOfLegends #Hecarim","JUNGLING VERSUS TARZANED *GONE SEXUAL* Follow me on Twitch! https://www.twitch.tv/doaenel
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #LeagueOfLegends #Hecarim",yes,TARZANED
wNnaV-hJoYw,DESTROYING CHALLENGER ft. Solarbacca,"Follow me on Twitch! https://www.twitch.tv/doaenel
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #LeagueOfLegends #Hecarim","DESTROYING CHALLENGER ft. Solarbacca Follow me on Twitch! https://www.twitch.tv/doaenel
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #LeagueOfLegends #Hecarim",yes,Solarbacca
7-gkEX_W4PA,ARE WE GONNA WIN...?? ft. Thebausffs,"Follow me on Twitch! https://www.twitch.tv/dobleedpurple
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #LeagueOfLegends #Hecarim","ARE WE GONNA WIN...?? ft. Thebausffs Follow me on Twitch! https://www.twitch.tv/dobleedpurple
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #LeagueOfLegends #Hecarim",yes,Thebausffs
QtMCxWmrW0E,THE MOST MENTALLY ILL PERSON EVER? ft. Stevens,"Follow me on Twitch! https://www.twitch.tv/dobleedpurple
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

Stevens stream:  https://www.twitch.tv/stevens

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #LeagueOfLegends #Hecarim","THE MOST MENTALLY ILL PERSON EVER? ft. Stevens Follow me on Twitch! https://www.twitch.tv/dobleedpurple
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

Stevens stream:  https://www.twitch.tv/stevens

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #LeagueOfLegends #Hecarim",yes,Stevens
VtM1Y15tD9s,"COMPLETELY STACKED TEAM | Clash with Drututt, Elosanta, Zlators, Elite500 (Part #1)","Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #LeagueOfLegends #Hecarim","COMPLETELY STACKED TEAM | Clash with Drututt, Elosanta, Zlators, Elite500 (Part #1) Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #LeagueOfLegends #Hecarim",yes,"Drututt, Elosanta, Zlators, Elite500"
za9w-hyYZYM,THE MOST TOXIC DISCORD CALL OF ALL TIME ft. darkwinjax,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","THE MOST TOXIC DISCORD CALL OF ALL TIME ft. darkwinjax Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,arkwinjax
k1vk6I7SiO8,Playing With BUDGET THEBAUSFFS,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","Playing With BUDGET THEBAUSFFS Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,THEBAUSFFS
ONpAUQ84WVw,The COPS got called to the Clean Manor IRL?! - STREAMER AWARDS AFTER PARTY VLOG!,"▼ (￣▽￣)ノ Open me!! ▼

Big after-after party after the streamer awards! 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise
 
▶ Friends in this video!
-  https://www.twitch.tv/ray__c
-  https://twitter.com/jasminericegirl
-  https://www.twitch.tv/cyr
-  https://www.twitch.tv/roflgator
-  https://www.twitch.tv/willneff
-  https://www.twitch.tv/flexinja
-  https://www.twitch.tv/aceu
-  https://www.twitch.tv/scarra
-  https://www.twitch.tv/edisonparklive
-  https://twitter.com/juliawu
-  https://www.twitch.tv/shiphtur

Edited by: https://twitter.com/LSDRhapsody

#StreamerAwards #Blaustoise #Vlog #NoPixel","The COPS got called to the Clean Manor IRL?! - STREAMER AWARDS AFTER PARTY VLOG! ▼ (￣▽￣)ノ Open me!! ▼

Big after-after party after the streamer awards! 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise
 
▶ Friends in this video!
-  https://www.twitch.tv/ray__c
-  https://twitter.com/jasminericegirl
-  https://www.twitch.tv/cyr
-  https://www.twitch.tv/roflgator
-  https://www.twitch.tv/willneff
-  https://www.twitch.tv/flexinja
-  https://www.twitch.tv/aceu
-  https://www.twitch.tv/scarra
-  https://www.twitch.tv/edisonparklive
-  https://twitter.com/juliawu
-  https://www.twitch.tv/shiphtur

Edited by: https://twitter.com/LSDRhapsody

#StreamerAwards #Blaustoise #Vlog #NoPixel",yes,"ray__c, jasminericegirl, cyr, roflgator, willneff, flexinja, aceu, scarra, edisonparklive, juliawu, shiphtur"
0ieI5sDpl88,THE CLEAN BOYS GO TO VEGAS?! - Las Vegas Vlog,"▼ (￣▽￣)ノ Open me!! ▼

- CLEAN BOYS GO TO VEGAS?! - Blaustoise Vlog

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

▶ Friends in this video!
Fuslie - https://www.twitch.tv/fuslie
Buddha - https://www.twitch.tv/buddha
Ray_C -  https://www.twitch.tv/ray__c
Brit - https://twitter.com/Brriiit
NoahJ - https://www.youtube.com/NoahJ456
Anthonyz - https://www.twitch.tv/anthonyz
100T Marche - https://www.twitch.tv/marche
Flexninja - https://www.twitch.tv/flexinja
Omie - https://www.twitch.tv/omie
Edited by: https://twitter.com/LSDRhapsody

#Vegas #Cleanboys #Vlog #Blaustoise","THE CLEAN BOYS GO TO VEGAS?! - Las Vegas Vlog ▼ (￣▽￣)ノ Open me!! ▼

- CLEAN BOYS GO TO VEGAS?! - Blaustoise Vlog

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

▶ Friends in this video!
Fuslie - https://www.twitch.tv/fuslie
Buddha - https://www.twitch.tv/buddha
Ray_C -  https://www.twitch.tv/ray__c
Brit - https://twitter.com/Brriiit
NoahJ - https://www.youtube.com/NoahJ456
Anthonyz - https://www.twitch.tv/anthonyz
100T Marche - https://www.twitch.tv/marche
Flexninja - https://www.twitch.tv/flexinja
Omie - https://www.twitch.tv/omie
Edited by: https://twitter.com/LSDRhapsody

#Vegas #Cleanboys #Vlog #Blaustoise",yes,"Fuslie, Buddha, Ray_C, Brit, NoahJ, Anthonyz, 100T Marche, Flexninja, Omie"
hG-yeTHGrv8,"CLEAN BOIS WIN A 10K OTK LEAGUE OF LEGENDS TOURNAMENT?! - Ft. xQc, Sykkuno,","▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise
▶ Friends in this video!

Sykkuno - https://www.twitch.tv/sykkuno
xQc - https://www.youtube.com/c/xQcOW
Buddha - https://www.youtube.com/c/xQcOW
Harry - https://www.twitch.tv/harry

#Blaustoise #Cleanbois #10KTourney #LeaugeofLegends","CLEAN BOIS WIN A 10K OTK LEAGUE OF LEGENDS TOURNAMENT?! - Ft. xQc, Sykkuno, ▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise
▶ Friends in this video!

Sykkuno - https://www.twitch.tv/sykkuno
xQc - https://www.youtube.com/c/xQcOW
Buddha - https://www.youtube.com/c/xQcOW
Harry - https://www.twitch.tv/harry

#Blaustoise #Cleanbois #10KTourney #LeaugeofLegends",yes,"Sykkuno, xQc, Buddha, Harry"
uRL5ppQuDxs,BLAUSTOISE AND MYTH COACHELLA 2022 VLOG!,"▼ (￣▽￣)ノ Open me!! ▼

COACHELLA VLOG!

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#Blaustoise #Coachella #Vlog","BLAUSTOISE AND MYTH COACHELLA 2022 VLOG! ▼ (￣▽￣)ノ Open me!! ▼

COACHELLA VLOG!

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#Blaustoise #Coachella #Vlog",yes,MYTH
a9J2YBTpPWc,Blau GETS RATIO’D By Fuslie!,"Blau GETS RATIO’D By Fuslie!
▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Fuslie➡ https://www.twitch.tv/fuslie

#blaustoise #coachella #fuslie","Blau GETS RATIO’D By Fuslie! Blau GETS RATIO’D By Fuslie!
▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Fuslie➡ https://www.twitch.tv/fuslie

#blaustoise #coachella #fuslie",yes,Fuslie
p-8N_Ya43rY,I Erased EVERYONE's Role with the NEW Eraser Impostor (custom mod),"I played the Eraser Impostor and erased everyone's roles in Among Us with Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, and many more on this week's Sussy Sunday (6/26/2022).

Thanks for watching! 🌻 
Editing, thumbnail design, and management by @naivety 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #disguisedtoast","I Erased EVERYONE's Role with the NEW Eraser Impostor (custom mod) I played the Eraser Impostor and erased everyone's roles in Among Us with Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, and many more on this week's Sussy Sunday (6/26/2022).

Thanks for watching! 🌻 
Editing, thumbnail design, and management by @naivety 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #disguisedtoast",yes,"Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth"
3E-DnEsPOMY,I Turned Fall Guys into an Anime with Valkyrae,"So I turned Fall Guys into an anime with the help of Valkyrae, Myth, and Fuslie! 

▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Edited by https://twitter.com/NaiAlexandr

#blaustoise #valkyrae #fuslie","I Turned Fall Guys into an Anime with Valkyrae So I turned Fall Guys into an anime with the help of Valkyrae, Myth, and Fuslie! 

▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Edited by https://twitter.com/NaiAlexandr

#blaustoise #valkyrae #fuslie",yes,"Valkyrae, Myth, Fuslie"
rWEu-IWd1bo,I killed next to Disguised Toast as the Ninja Impostor (custom mod),"I played the Ninja Impostor and sneakily assassinated the crewmates in Among Us with Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, and many more on this week's Sussy Sunday (6/26/2022).

Thanks for watching! 🌻 
Edited by https://twitter.com/master_els
Channel Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #disguisedtoast","I killed next to Disguised Toast as the Ninja Impostor (custom mod) I played the Ninja Impostor and sneakily assassinated the crewmates in Among Us with Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, and many more on this week's Sussy Sunday (6/26/2022).

Thanks for watching! 🌻 
Edited by https://twitter.com/master_els
Channel Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #disguisedtoast",yes,"Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth"
6FEr6LuN0lA,Sykkuno and I RUINED Our Friendships on NoPixel Rust,"The NVL Twins, Sykkuno and Blaustoise, Strike Again in the NoPixel Rust Server.

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Edited by: https://twitter.com/gta_np
Channel Managed by https://twitter.com/NaiAlexandr

#blaustoise #sykkuno #rust #blau","Sykkuno and I RUINED Our Friendships on NoPixel Rust The NVL Twins, Sykkuno and Blaustoise, Strike Again in the NoPixel Rust Server.

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Edited by: https://twitter.com/gta_np
Channel Managed by https://twitter.com/NaiAlexandr

#blaustoise #sykkuno #rust #blau",yes,"Sykkuno, Blaustoise"
